titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
Proceso de estabilización de empleo temporal en el Ayto de Miranda de Ebro (Burgos);Burgos;2023-10-16;"<p><strong>Convoca:</strong> Ayuntamiento de Miranda de Ebro</p>
<p><strong>Cuerpo:</strong> VARIOS</p>
<p><strong>Plazas:</strong> 4</p>
<p><strong>Acceso:</strong> Concurso-Oposición</p>
<p><strong>Titulación:</strong> Específica para cada cuerpo y especialidad. Consulte Bases<br /><br /><strong>Plazo:</strong> 2 de noviembre de 2023</p>
<p><strong>Observaciones:</strong> Proceso extraordinario de estabilización de empleo temporal.</p>
<p><br />Plazas convocadas: Técnico de Contabilidad (1), Técnico de Arquitecto Técnico (1), Técnico de Ingeniero Técnico de Obras Públicas (1), Técnico de Inspector de Obras (1)</p><p><strong>Información obtenida de: </strong>Empleo público. BOP Burgos 29/12/2022, 14/06/2023 y 17/07/2023; BOCYL 23/12/2022, 11/01/2023, 08/06/2023 y 12/07/202</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2023/10/12/pdfs/BOE-A-2023-21082.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li><li><a href='https://bocyl.jcyl.es/boletines/2022/12/23/pdf/BOCYL-D-23122022-51.pdf' target='_blank'>Pincha aquí para ver la convocatoria</a></li></ul></p>";;Organismo oficial;1179297562001;Miranda de Ebro;42.679066;-2.9675572;09;1285323995517;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323995517/Empleo;42.67906599905973, -2.9675572
ESTETICISTAS;Zamora;2023-10-16;"<p>Oferta Nº 19505 de ESTETICISTA para Zamora. Interesados/as deben enviar el cv a ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de la oferta.
Funciones: Tratamientos de cabina tales como lifting de pestañas, laminado de cejas, extensiones de pestañas, tratamientos faciales, manicura, pedicura...
Condiciones: Trabajo a largo plazo, con posibilidad de seguir formándose y creciendo en el sector. Contrato indefinido inicial de media jornada pero con idea de ampliar a jornada completa.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320423'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285323928488;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323928488/Empleo;41.507323999063566, -5.745313000000001
TERAPEUTAS OCUPACIONALES;León;2023-10-16;<p>INDEFINIDO JORNADA PARCIAL 5 HORAS SEMANALES A CONVENIR</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320404'>Oficina Virtual</a></p>;;ECYL;1179297958332;Toreno;42.69927;-6.51315;24;1285323900057;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323900057/Empleo;42.69926999905967, -6.51315
CHAPISTAS-PINTORES DE VEHÍCULOS;Burgos;2023-10-16;<p>3 CHAPISTAS-PINTORES DE VEHÍCULOS con 12 meses de experiencia. Ubicación del puesto: Villagonzalo Pedernales (Burgos). Contrato indefinido. Jornada continua/partida. Salario según convenio. Formación Pprofesional de Grado Superior en Mecánica y Automoción.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320393'>Oficina Virtual</a></p>;;ECYL;1179297707000;Villagonzalo Pedernales;42.301407;-3.7365916;09;1285323875298;2023-10-16;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323875298/Empleo;42.3014069990608, -3.7365916
FISIOTERAPEUTAS, EN GENERAL;Burgos;2023-10-13;<p>Para trabajar en una Residencia de Personas Mayores en Villadiego. Contrato laboral indefinido. Jornada parcial (20 horas con posibilidad de comple entar con la otra media jornada). Horario a convenir.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320281'>Oficina Virtual</a></p>;;ECYL;1179297697343;Villadiego;42.34254;-3.7337961;09;1285323384195;2023-10-13;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323384195/Empleo;42.342539999060676, -3.7337961000000006
Psicólogo Clínico y Psiquiatra infanto-juvenil en España;Otra;2023-10-11;"<p><strong>Empleador</strong>: Hospital San Juan de Dios Gipuzkoa</p>
<p><strong>Perfil</strong></p>
<ul>
<li><strong>Titulación:</strong></li>
<ul>
<li><strong> Para Psicólogos clínicos: </strong>Licenciatura o Grado en Psicología.</li>
</ul>
</ul>
<ol>
<ol>
<ul>
<li>Para el puesto de psicólogo clínico: Especialización en Psicología Clínica, idealmente vía PIR</li>
</ul>
</ol>
</ol>
<ul>
<ul>
<li><strong>Para el puesto de psiquiatra:</strong> Médico especialista en Psiquiatría Infantil y de la Adolescencia.</li>
</ul>
</ul>
<p>Titulaciones obtenidas u homologadas/reconocidas en España en su caso</p>
<p><strong>Otros requisitos:</strong></p>
<ul>
<li><strong>Imprescindible</strong> disponer de habilidades básicas como: empatía, escucha activa, habilidades de comunicación, capacidad de trabajo en equipo, no tener barreras paradigmáticas y capacidad analítica.</li>
<li><strong> Valorable:</strong> experiencia en el tratamiento de pacientes adolescentes, con formación en terapia dialéctico comportamental, preferentemente.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato: indefinido.</li>
<li>Jornada: completa y continua (aproximadamente de 8:00 a 15:00).</li>
<li>Retribución : a valorar según persona candidata.</li>
<li>Incorporación inmediata.</li>
</ul>
<p><strong>Selección: </strong><br />Las personas interesadas deberán enviar el CV a: <a href='mailto:eures.euskadi@lanbide.eus'>eures.euskadi@lanbide.eus</a> indicando la Ref: Psicólogo/a Clínico/a o Psiquiatra Infanto-Juvenil</p><p><strong>Información obtenida de: </strong>EURES. <a href='http://www.sepe.es/redEURES' target='_blank'>http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/MTVrY2E4VHFVME1aa1UvaTJoS094V2FEb3hXMnF4KzlNREp0NHBWdFErMD0%3D' target='_blank'>Psicólogo Clínico . Información completa</a></li><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/RVVodmFFNm1PMDhEVmRhVGlaTGZ2TGxySU1nUHIybnlUc1NPWWpObXFkRT0%3D' target='_blank'>Psiquiatra. Información completa.</a></li><li><a href='https://www.sepe.es/HomeSepe/Personas/encontrar-trabajo/empleo-europa/Ofertas-empleo-destacadas-informacion-paises/empleo-espana.html' target='_blank'>Más ofertas en España</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/WVA4alU1SHc2NEl6WU5RaVNVOG04TkZIRTJrcDYrZzBCMnRjZ3VDWXJ1bz0%3D/EMPLEO-EURES/100068' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";España;Red EURES;;;;;;1285323039660;2023-10-11;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285323039660/Empleo;
TERAPEUTAS OCUPACIONALES;Valladolid;2023-10-11;"<p>Oferta nº 08-2022-19202 de TERAPEUTA OCUPACIONAL para Residencia de Mayores en Medina de Rioseco.Contrato
indefinido a tiempo parcial (con horario flexible). Se requiere Titulo de Diplomatura/Grado en Terapia Ocupacional.
Interesados/as enviar CV a ecylrioseco@jcyl.es, indicando en asunto 'oferta 19202'.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=298527'>Oficina Virtual</a></p>";;ECYL;1179469264297;Medina de Rioseco;41.88419;-5.041379;47;1285322783622;2023-10-11;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322783622/Empleo;41.884189999062166, -5.041379
AUXILIARES DE ENFERMERÍA DE GERIATRÍA;León;2023-10-10;<p>Oferta nº 19303 GEROCULTOR/A para RESIDENCIA DE MAYORES EN LORENZANA.Contrato indefinidio, jornada compelta/turnos. Se requiere Titulo de F.P. ó Certificado de Profesionalidad. Interesados/as llmar a la Oficina de Empleo Serna tf:987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320221'>Oficina Virtual</a></p>;;ECYL;1179297828529;Cuadros;42.711884;-5.636376;24;1285322529252;2023-10-10;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322529252/Empleo;42.71188399905965, -5.636375999999999
MÉDICOS, MEDICINA GENERAL;Burgos;2023-10-09;<p>MÉDICO para Residencia Mayores en Salas de llos Infantes. Debe estar Titulado u homologado en España, colegiado y con permiso de trabajo. Se ofrece: Contrato indefinido, jornada parcial, 14horas semanales horario a convenir</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320102'>Oficina Virtual</a></p>;;ECYL;1179297614054;Salas de los Infantes;42.023308;-3.286461;09;1285322185924;2023-10-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322185924/Empleo;42.0233079990617, -3.286461000000001
COCINEROS, EN GENERAL;Burgos;2023-10-09;<p>SE NECESITA 1 COCINERO/A CON EXPERIENCIA EN COCINA PARA CUBRIR UNA BAJA MATERNAL (16 SEMANAS). TAREAS: ELABORACIÓN DE LAS COMIDAS DEL CENTRO (COLEGIO), CONTROL Y CUIDADO DE LA CONSERVACIÓN Y APROVECHAMIENTO DE LOS PRODUCTOS E INSTALACIONES PUESTAS A SU DISPOSICIÓN, CAPACIDAD ORGANIZATIVA, ELABORACIÓN DE PEDIDOS E INVENTARIOS, CUMPLIMIENTO DE LAS POLÍTICAS Y PROCEDIMIENTOS DE LIMPIEZA E HIGIENE EN EL TRABAJO. JORNADA DE 38 HORAS SEMANALES, LA EMPRESA NO HA ESPECIFICADO HORARIO. SE REQUIERE TENER ESO O SIMILAR. MUY VALORABLE ESTUDIOS SUPERIORES DE COCINA. IMPRESCINDIBLE ESTAR INSCRITO COMO DESEMPLEADO EN UNA OFICINA DE EMPLEO. SI ESTA INTERESAD@ Y REUNE EL PERFIL ENVIE UN EMAIL A ecylcalzadas@jcyl.es (INTERESAD@ OFERTA COCINERO/A_19193)INDICANDO SU NOMBRE,APELLIDOS Y NUMERO DNI/NIE. SOLO SE ATENDERÁN LAS CANDIDATURAS DE LAS PERSONAS QUE REUNAN EL PERFIL Y ESTEN INSCRITAS COMO DESEMPLEADAS EN UNA OFICINA DE EMPLEO. MUCHAS GRACIAS.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320111'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285322051930;2023-10-09;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285322051930/Empleo;42.340823556560686, -3.702058690830001
AUXILIARES DE ENFERMERÍA DE GERIATRÍA;León;2023-10-06;<p>OFERTA 19162 DE AUXILIAR DE GERIATRIA PARA RESIDENCIA EN VILLATURIEL. CONTRATO INDEFINIDO. JORNADA COMPLETA. NECESARIA TITULACIÓN DE TECNICA EN CUIDADES AUXILIARES DE ENFERMERÍA O CERTIFICADO DE PROFESIONALIDAD DE ATENCION SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES. INTERESADOS/AS LLAMAR DE 9 A 14 A OFICINA DE EMPLEO LEON II 987215200.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320080'>Oficina Virtual</a></p>;;ECYL;1179298030981;Villaturiel;42.518467;-5.4863014;24;1285321749454;2023-10-06;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285321749454/Empleo;42.518466999060166, -5.486301399999999
PROFESORES DEL ÁREA DE MATEMÁTICAS (ENSEÑANZA SECUNDARIA);Burgos;2023-10-06;"<p>PUESTO SOLICITADO:PROFESOR DE CIENCIAS
LOCALIDDAD:LERMA
SE OFRECE:CONTRATO INDEFINIDO JORNADA PARCIAL</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320046'>Oficina Virtual</a></p>";;ECYL;1182753783538;Lerma;42.026592;-3.7567337;09;1285321657274;2023-10-06;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285321657274/Empleo;42.02659199906169, -3.7567337000000007
MECÁNICOS-AJUSTADORES DE CAMIONES Y AUTOBUSES, EN GENERAL;Zamora;2023-10-05;"<p>Oferta Nº 19066 de MECANICO DE AUTOBUSES para Zamora. Los interesados deben enviar su cv a ecyldoctorfleming.ofertas@jcyl.es (indicando en el asunto el número de la oferta).
Funciones: Servicios de mantenimiento de Autobuses y arreglo de averías.
Condiciones: Contrato temporal con posibilidad de indefinido si la persona se adapta bien al puesto. Jornada completa. Salario según convenio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319984'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285321197666;2023-10-19;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285321197666/Empleo;41.507323999063566, -5.745313000000001
ASISTENTES DOMICILIARIOS;Burgos;2023-10-04;"<p>PUESTO SOLICITADO: Auxiliar de ayuda a domicilio. UBICACIÓN: Zona Vilviestre de l Pinar.
REQUISITOS TITULACIÓN: uno de los siguientes
Técnico Auxiliar en Enfermería
Técnico en Atención a Personas en situación de Dependencia
Certificado Profesionalidad Atención Sociosanitaria a Personas en Domicilio y/o Instituciones Sociales 
SE OFRECE: Contrato indefinido. Jornada parcial: lunes y miercoles de 11:30 a 12:30 h, martes y jueves de 11:30 a 13:00 h</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319674'>Oficina Virtual</a></p>";;ECYL;1179297696647;Vilviestre del Pinar;41.9510039766;-3.07744500382;09;1285320930950;2023-10-04;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320930950/Empleo;41.95100397566193, -3.07744500382
1 y bolsa de Capataz en la Diputación de Palencia;Palencia;2023-10-03;"<p><strong>Convoca: </strong>Diputación de Palencia<br /><br /><strong>Cuerpo: </strong>CAPATAZ</p>
<p><strong>Plazas: </strong>1 y bolsa de empleo</p>
<p><strong>Acceso: </strong>Oposición</p>
<p><strong>Titulación: </strong>Graduado en Educación Secundaria Obligatoria, Formación Profesional de Grado Medio o equivalente<br /><br /><strong>Plazo: </strong>31 de octubre de 2023</p>
<p><strong>Observaciones: </strong>Se requiere Permiso de Conducir clase B.</p><p><strong>Información obtenida de: </strong>Empleo público. BOP Palencia 15/09/2023; BOCYL 22/09/2023; BOE 02/10/2023</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2023/10/02/pdfs/BOE-A-2023-20453.pdf' target='_blank'>Anuncio BOE 02/10/23</a></li><li><a href='https://bocyl.jcyl.es/boletines/2023/09/22/pdf/BOCYL-D-22092023-19.pdf' target='_blank'>Pincha aquí para consultar las bases</a></li></ul></p>";;Organismo oficial;;;;;;1285320456964;2023-10-03;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320456964/Empleo;
ASISTENTES DOMICILIARIOS;Zamora;2023-10-03;"<p>Oferta Nº 18916 de ASISTENTE PERSONAL EN DOMICILIO, EN VILLALUBE (ZAMORA). 
Para participar en la selección debe enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta o llamar a la Oficina de Empleo de Zamora Tfno.: 980521582 ext. 892259. 
Contrato INDEFINIDO, jornada PARCIAL DE MAÑANAS. 
Funciones: Atención y cuidado de persona dependiente en su domicilio. Aseo, acompañamiento, elaboración de comidas, limpieza de domicilio? 
Requisitos: Certificado de profesionalidad Asistente personal o auxiliar de ayuda a domicilio. Permiso de conducir.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319834'>Oficina Virtual</a></p>";;ECYL;1179469484517;Villalube;41.609592;-5.546715;49;1285320385198;2023-10-03;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320385198/Empleo;41.60959199906318, -5.546714999999999
ENFERMEROS DE CUIDADOS GENERALES;Burgos;2023-10-03;"<p>DUIS SV SANITARIOS, centro de mayores en Burgos ciudad, necesita 1 ENFERMERO/A titulado para un contrato indefinido, jornada completa, horario de 15:00-21:00 horas, salario 1700-2500 euros mes
Oferta dirigida a inscritos en Servicios públicos empleo con la titulación universitaria homologada en España. No se contestarán candidaturas sin los requisitos.
INTERESADOS: Envíen sus CV con DNI/NIE a ecylcalzadas@jcyl.es y a comunicacion@duis.es lo antes posible, indicando como asunto INTERES OFERTA ECYL 18863 ENFEMERO/A DUIS</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319781'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285320306788;2023-10-03;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320306788/Empleo;42.340823556560686, -3.702058690830001
1 y bolsa de Oficial 1ª Electricista en la Diputación de León;León;2023-10-02;"<p><strong>Convoca:</strong> Diputación de León<br /><br /><strong>Cuerpo: </strong>OFICIAL PRIMERA (ELECTRICISTA)</p>
<p><strong>Plazas:</strong> 1 y bolsa de empleo</p>
<p><strong>Acceso:</strong> Concurso-Oposición</p>
<p><strong>Titulación: </strong>Graduado en Educación Secundaria Obligatoria o equivalente<br /><br /><strong>Plazo:</strong> 30 de octubre de 2023<br /><br /></p><p><strong>Información obtenida de: </strong>Empleo público. BOP León 24/12/2022; BOCYL 24/01/2023; BOE 29/09/2023</p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.boe.es/boe/dias/2023/09/29/pdfs/BOE-A-2023-20271.pdf' target='_blank'>Anuncio BOE 29/09/23</a></li><li><a href='https://bocyl.jcyl.es/boletines/2023/01/24/pdf/BOCYL-D-24012023-47.pdf' target='_blank'>Pincha aquí para consultar las bases</a></li></ul></p>";;Organismo oficial;;;;;;1285320055361;2023-10-02;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285320055361/Empleo;
